   MQ-3 (Alcohol Sensor)(mg/L), MQ-4 (Methane Sensor)(ppm), MQ-7 (CO Sensor)(ppm), MQ-8 (Hydrogen Sensor)(ppm), MQ-9 (CO Sensor)(ppm), MQ-135 (Air Quality Sensor)(ppm), Timestamp
28.81,305.66,192.38,167.97,166.02,156.25,7:06:26
28.81,305.66,191.41,167.97,166.02,160.16,7:06:30
28.81,305.66,191.41,167.97,166.02,159.18,7:06:34
28.81,305.66,192.38,167.97,166.02,159.18,7:06:38
28.81,305.66,191.41,167.97,166.02,159.18,7:06:42
28.81,305.66,192.38,167.97,166.02,159.18,7:06:47
28.81,305.66,192.38,168.95,166.02,160.16,7:06:51
28.81,305.66,191.41,167.97,166.02,160.16,7:06:55
28.81,306.64,192.38,168.95,166.02,160.16,7:06:59
28.81,306.64,192.38,168.95,166.02,160.16,7:07:03
28.81,306.64,192.38,168.95,166.02,160.16,7:07:07
28.81,306.64,192.38,168.95,166.02,159.18,7:07:11
28.81,306.64,192.38,168.95,166.02,159.18,7:07:15
28.81,306.64,192.38,168.95,166.02,160.16,7:07:19
28.81,306.64,192.38,168.95,166.99,160.16,7:07:23
28.81,306.64,192.38,168.95,166.02,160.16,7:07:27
28.81,306.64,192.38,168.95,166.02,160.16,7:07:31
28.81,306.64,192.38,168.95,166.99,160.16,7:07:35
28.81,306.64,192.38,168.95,166.99,160.16,7:07:39
28.81,307.62,192.38,168.95,166.99,160.16,7:07:43
28.81,307.62,192.38,168.95,166.99,160.16,7:07:47
28.81,306.64,192.38,168.95,166.99,160.16,7:07:51
28.81,306.64,192.38,168.95,166.99,160.16,7:07:55
28.81,306.64,192.38,168.95,166.99,156.25,7:08:00
28.81,307.62,192.38,168.95,166.99,160.16,7:08:04
28.81,307.62,192.38,168.95,166.99,160.16,7:08:08
28.81,307.62,192.38,168.95,166.99,160.16,7:08:12
28.81,307.62,192.38,168.95,166.99,160.16,7:08:16
28.81,307.62,192.38,168.95,166.99,160.16,7:08:20
28.81,307.62,192.38,168.95,166.99,160.16,7:08:24
28.81,307.62,192.38,168.95,166.99,160.16,7:08:28
28.81,307.62,192.38,168.95,166.99,160.16,7:08:32
28.81,308.59,192.38,168.95,166.99,160.16,7:08:36
28.81,308.59,192.38,168.95,166.99,160.16,7:08:40
28.81,308.59,192.38,169.92,166.99,160.16,7:08:44
28.81,308.59,192.38,169.92,166.99,160.16,7:08:48
28.81,308.59,192.38,169.92,166.99,160.16,7:08:52
28.81,308.59,192.38,169.92,166.99,160.16,7:08:56
28.81,308.59,192.38,169.92,166.99,160.16,7:09:00
28.81,309.57,192.38,169.92,166.99,160.16,7:09:04
28.81,308.59,192.38,169.92,166.99,161.13,7:09:09
28.81,309.57,192.38,169.92,166.99,160.16,7:09:13
28.81,309.57,192.38,169.92,166.99,160.16,7:09:17
28.81,308.59,192.38,169.92,166.99,160.16,7:09:21
28.81,309.57,192.38,169.92,166.99,160.16,7:09:25
28.81,309.57,192.38,169.92,166.99,160.16,7:09:29
28.81,308.59,192.38,169.92,166.99,160.16,7:09:33
28.81,309.57,192.38,169.92,166.99,160.16,7:09:37
28.81,309.57,192.38,169.92,166.99,160.16,7:09:41
28.81,308.59,192.38,169.92,166.99,160.16,7:09:45
28.81,309.57,192.38,169.92,286.83,161.13,7:09:49
28.81,309.57,192.38,169.92,322.09,161.13,7:09:53
28.81,309.57,192.38,169.92,405.16,160.16,7:09:57
28.81,308.59,192.38,169.92,278.57,160.16,7:10:01
28.81,309.57,192.38,169.92,383.82,161.13,7:10:05
28.81,309.57,192.38,169.92,293.62,160.16,7:10:09
28.81,309.57,192.38,169.92,409.13,150.39,7:10:13
28.81,309.57,192.38,169.92,302.45,161.13,7:10:17
28.81,309.57,192.38,169.92,371.32,161.13,7:10:22
28.81,309.57,192.38,169.92,280.97,161.13,7:10:26
28.81,309.57,192.38,169.92,379.37,160.16,7:10:30
28.81,309.57,192.38,169.92,332.13,160.16,7:10:34
28.81,309.57,192.38,169.92,166.99,161.13,7:10:38
28.81,308.59,192.38,169.92,166.99,160.16,7:10:42
28.81,309.57,192.38,169.92,167.97,161.13,7:10:46
28.81,309.57,192.38,169.92,166.99,161.13,7:10:50
28.81,309.57,192.38,169.92,166.99,160.16,7:10:54
28.81,309.57,192.38,169.92,167.97,160.16,7:10:58
28.81,309.57,192.38,169.92,167.97,160.16,7:11:02
28.81,309.57,192.38,169.92,167.97,160.16,7:11:06
28.81,309.57,192.38,169.92,166.99,160.16,7:11:10
28.81,309.57,192.38,169.92,166.99,160.16,7:11:14
28.81,309.57,192.38,169.92,166.99,160.16,7:11:18
28.81,309.57,192.38,169.92,166.99,160.16,7:11:22
28.81,309.57,192.38,169.92,166.99,160.16,7:11:26
28.81,309.57,193.36,169.92,166.99,160.16,7:11:31
28.81,309.57,192.38,169.92,167.97,161.13,7:11:35
28.81,309.57,192.38,169.92,167.97,161.13,7:11:39
28.81,309.57,192.38,169.92,167.97,160.16,7:11:43
28.81,309.57,192.38,170.9,167.97,161.13,7:11:47
28.81,309.57,192.38,169.92,167.97,160.16,7:11:51
28.81,304.69,191.41,169.92,166.99,161.13,7:11:55
28.81,309.57,192.38,169.92,166.99,161.13,7:11:59
28.81,309.57,192.38,169.92,167.97,160.16,7:12:03
28.81,309.57,192.38,169.92,167.97,161.13,7:12:07
28.81,309.57,192.38,169.92,167.97,161.13,7:12:11
28.81,309.57,192.38,170.9,167.97,161.13,7:12:15
28.81,309.57,193.36,169.92,167.97,161.13,7:12:19
28.81,309.57,192.38,170.9,166.99,160.16,7:12:23
28.81,309.57,192.38,169.92,166.99,160.16,7:12:27
28.81,309.57,192.38,169.92,166.99,160.16,7:12:31
28.81,309.57,192.38,169.92,166.99,161.13,7:12:35
28.81,309.57,192.38,169.92,166.99,161.13,7:12:39
28.91,310.55,192.38,169.92,167.97,161.13,7:12:44
28.81,309.57,192.38,170.9,167.97,160.16,7:12:48
28.71,309.57,192.38,169.92,166.99,160.16,7:12:52
28.81,309.57,192.38,169.92,166.99,160.16,7:12:56
28.81,309.57,192.38,169.92,167.97,160.16,7:13:00
28.81,309.57,192.38,169.92,167.97,160.16,7:13:04
28.81,309.57,192.38,169.92,167.97,160.16,7:13:08
28.81,309.57,192.38,169.92,166.99,161.13,7:13:12
28.81,309.57,192.38,170.9,167.97,161.13,7:13:16
28.81,309.57,193.36,169.92,167.97,161.13,7:13:20
28.81,309.57,192.38,170.9,167.97,161.13,7:13:24
28.81,309.57,192.38,170.9,167.97,161.13,7:13:28
28.81,309.57,193.36,170.9,167.97,161.13,7:13:32
28.81,309.57,193.36,170.9,167.97,161.13,7:13:36
28.81,310.55,193.36,170.9,167.97,161.13,7:13:40
28.81,310.55,193.36,170.9,167.97,161.13,7:13:44
28.81,311.52,194.34,170.9,167.97,161.13,7:13:48
28.81,310.55,193.36,170.9,167.97,161.13,7:13:52
28.81,310.55,193.36,170.9,167.97,161.13,7:13:57
28.81,310.55,193.36,170.9,167.97,161.13,7:14:01
28.81,310.55,193.36,170.9,167.97,161.13,7:14:05
28.81,310.55,192.38,170.9,167.97,161.13,7:14:09
28.81,310.55,193.36,170.9,167.97,161.13,7:14:13
28.81,310.55,193.36,170.9,167.97,161.13,7:14:17
28.81,310.55,193.36,170.9,167.97,161.13,7:14:21
28.71,310.55,192.38,170.9,167.97,161.13,7:14:25
28.71,310.55,192.38,170.9,167.97,161.13,7:14:29
28.71,310.55,193.36,170.9,167.97,161.13,7:14:33
28.71,310.55,193.36,170.9,167.97,161.13,7:14:37
28.71,310.55,193.36,170.9,168.95,161.13,7:14:41
28.71,310.55,192.38,170.9,167.97,161.13,7:14:45
28.71,310.55,193.36,170.9,167.97,161.13,7:14:49
28.71,310.55,193.36,170.9,167.97,161.13,7:14:53
28.71,310.55,193.36,170.9,167.97,161.13,7:14:57
28.71,310.55,193.36,170.9,167.97,161.13,7:15:01
28.71,310.55,193.36,170.9,167.97,161.13,7:15:06
28.71,310.55,193.36,170.9,167.97,161.13,7:15:10
28.71,310.55,193.36,170.9,167.97,161.13,7:15:14
28.71,310.55,193.36,170.9,167.97,161.13,7:15:18
28.71,310.55,192.38,170.9,167.97,161.13,7:15:22
28.71,310.55,193.36,170.9,167.97,161.13,7:15:26
28.71,310.55,193.36,170.9,167.97,161.13,7:15:30
28.71,310.55,193.36,170.9,167.97,161.13,7:15:34
28.71,310.55,193.36,170.9,167.97,161.13,7:15:38
28.71,310.55,193.36,170.9,167.97,161.13,7:15:42
28.71,310.55,192.38,170.9,167.97,161.13,7:15:46
28.71,310.55,192.38,170.9,167.97,161.13,7:15:50
28.71,310.55,192.38,170.9,167.97,161.13,7:15:54
28.71,310.55,193.36,170.9,167.97,161.13,7:15:58
28.71,310.55,193.36,170.9,167.97,161.13,7:16:02
28.81,310.55,193.36,170.9,167.97,161.13,7:16:06
28.71,309.57,193.36,170.9,167.97,161.13,7:16:10
28.71,309.57,193.36,170.9,167.97,161.13,7:16:14
28.71,309.57,193.36,170.9,167.97,161.13,7:16:19
28.81,309.57,193.36,170.9,167.97,161.13,7:16:23
28.71,309.57,193.36,170.9,168.95,161.13,7:16:27
28.71,309.57,193.36,170.9,167.97,161.13,7:16:31
28.71,310.55,193.36,170.9,167.97,161.13,7:16:35
28.81,309.57,193.36,170.9,167.97,162.11,7:16:39
28.71,309.57,193.36,170.9,168.95,161.13,7:16:43
28.81,309.57,193.36,170.9,168.95,162.11,7:16:47
28.81,309.57,193.36,170.9,168.95,162.11,7:16:51
28.81,309.57,193.36,170.9,168.95,162.11,7:16:55
28.71,309.57,193.36,170.9,167.97,162.11,7:16:59
28.81,309.57,193.36,170.9,168.95,161.13,7:17:03
28.81,309.57,193.36,170.9,167.97,162.11,7:17:07
28.71,309.57,193.36,170.9,168.95,162.11,7:17:11
28.71,309.57,193.36,170.9,168.95,161.13,7:17:15
28.71,309.57,193.36,170.9,167.97,161.13,7:17:19
28.71,309.57,193.36,170.9,167.97,161.13,7:17:23
28.71,309.57,193.36,170.9,167.97,161.13,7:17:28
28.71,309.57,193.36,170.9,167.97,161.13,7:17:32
28.71,308.59,193.36,170.9,167.97,161.13,7:17:36
28.71,308.59,193.36,170.9,167.97,161.13,7:17:40
28.71,308.59,193.36,169.92,167.97,161.13,7:17:44
28.71,308.59,193.36,170.9,167.97,161.13,7:17:48
28.71,308.59,193.36,170.9,167.97,161.13,7:17:52
28.71,308.59,193.36,170.9,167.97,161.13,7:17:56
28.71,308.59,193.36,170.9,167.97,161.13,7:18:00
28.71,308.59,193.36,169.92,167.97,161.13,7:18:04
28.71,308.59,193.36,170.9,167.97,161.13,7:18:08
28.71,308.59,193.36,170.9,167.97,161.13,7:18:12
28.71,308.59,193.36,170.9,167.97,161.13,7:18:16
28.71,308.59,193.36,170.9,167.97,161.13,7:18:20
28.71,308.59,193.36,169.92,167.97,161.13,7:18:24
28.71,308.59,193.36,169.92,167.97,161.13,7:18:28
28.71,308.59,192.38,169.92,167.97,161.13,7:18:32
28.71,308.59,192.38,169.92,167.97,161.13,7:18:36
28.71,307.62,192.38,169.92,167.97,161.13,7:18:41
28.71,307.62,192.38,169.92,167.97,161.13,7:18:45
28.71,307.62,192.38,169.92,167.97,161.13,7:18:49
28.71,307.62,193.36,169.92,167.97,161.13,7:18:53
28.71,307.62,192.38,169.92,167.97,161.13,7:18:57
28.71,307.62,192.38,169.92,166.99,161.13,7:19:01
28.71,307.62,192.38,169.92,166.99,161.13,7:19:05
28.71,307.62,192.38,169.92,167.97,161.13,7:19:09
28.71,307.62,192.38,169.92,167.97,161.13,7:19:13
28.71,307.62,192.38,169.92,167.97,161.13,7:19:17
28.71,307.62,192.38,169.92,167.97,161.13,7:19:21
28.71,307.62,193.36,169.92,167.97,161.13,7:19:25
28.71,307.62,193.36,169.92,167.97,161.13,7:19:29
28.71,307.62,192.38,169.92,167.97,161.13,7:19:33
28.71,307.62,193.36,169.92,167.97,161.13,7:19:37
28.71,307.62,193.36,169.92,167.97,161.13,7:19:41
28.71,308.59,193.36,170.9,167.97,161.13,7:19:45
28.71,308.59,193.36,170.9,167.97,162.11,7:19:49
28.71,307.62,193.36,169.92,167.97,161.13,7:19:54
28.71,308.59,193.36,170.9,167.97,162.11,7:19:58
28.81,308.59,193.36,170.9,167.97,162.11,7:20:02
28.81,308.59,193.36,170.9,167.97,162.11,7:20:06
28.71,308.59,193.36,170.9,167.97,162.11,7:20:10
28.71,308.59,193.36,170.9,167.97,162.11,7:20:14
28.71,308.59,193.36,170.9,167.97,162.11,7:20:18
28.71,308.59,193.36,170.9,167.97,162.11,7:20:22
28.71,308.59,193.36,170.9,167.97,162.11,7:20:26
28.71,308.59,193.36,170.9,167.97,162.11,7:20:30
28.81,308.59,193.36,170.9,167.97,162.11,7:20:34
28.81,308.59,193.36,170.9,167.97,162.11,7:20:38
28.81,308.59,193.36,170.9,168.95,162.11,7:20:42
28.81,308.59,193.36,170.9,167.97,162.11,7:20:46
28.81,308.59,193.36,170.9,168.95,162.11,7:20:50
28.81,308.59,193.36,170.9,167.97,162.11,7:20:54
28.81,308.59,193.36,170.9,168.95,162.11,7:20:58
28.81,308.59,193.36,170.9,168.95,162.11,7:21:03
28.81,308.59,194.34,170.9,168.95,162.11,7:21:07
28.81,308.59,194.34,170.9,168.95,162.11,7:21:11
28.81,308.59,194.34,170.9,168.95,162.11,7:21:15
28.81,308.59,193.36,170.9,168.95,162.11,7:21:19
28.81,308.59,194.34,170.9,168.95,162.11,7:21:23
28.81,308.59,194.34,170.9,168.95,162.11,7:21:27
28.81,308.59,193.36,170.9,168.95,162.11,7:21:31
28.81,309.57,193.36,170.9,168.95,162.11,7:21:35
28.81,309.57,194.34,170.9,168.95,162.11,7:21:39
28.81,309.57,194.34,170.9,168.95,162.11,7:21:43
28.81,309.57,194.34,170.9,168.95,162.11,7:21:47
28.81,308.59,193.36,170.9,168.95,162.11,7:21:51
28.81,309.57,194.34,170.9,168.95,162.11,7:21:55
28.81,309.57,194.34,170.9,168.95,162.11,7:21:59
28.81,309.57,194.34,171.88,168.95,162.11,7:22:03
28.81,308.59,194.34,171.88,168.95,162.11,7:22:07
28.81,308.59,194.34,170.9,168.95,162.11,7:22:11
28.81,308.59,194.34,170.9,168.95,162.11,7:22:16
28.81,308.59,194.34,170.9,168.95,162.11,7:22:20
28.81,308.59,194.34,170.9,168.95,162.11,7:22:24
28.81,309.57,194.34,170.9,168.95,162.11,7:22:28
28.81,309.57,194.34,170.9,168.95,163.09,7:22:32
28.81,308.59,194.34,170.9,168.95,162.11,7:22:36
28.81,308.59,194.34,170.9,168.95,162.11,7:22:40
28.81,308.59,194.34,171.88,168.95,162.11,7:22:44
28.81,308.59,194.34,170.9,168.95,162.11,7:22:48
28.81,308.59,194.34,170.9,168.95,162.11,7:22:52
28.81,308.59,194.34,170.9,168.95,162.11,7:22:56
28.81,308.59,194.34,170.9,168.95,162.11,7:23:00
28.81,308.59,194.34,170.9,168.95,162.11,7:23:04
28.81,308.59,194.34,170.9,168.95,162.11,7:23:08
28.81,308.59,194.34,170.9,168.95,163.09,7:23:12
28.81,309.57,194.34,171.88,168.95,163.09,7:23:16
28.81,308.59,194.34,170.9,168.95,163.09,7:23:20
28.81,308.59,194.34,171.88,168.95,163.09,7:23:25
28.81,308.59,194.34,170.9,168.95,162.11,7:23:29
28.81,309.57,194.34,171.88,168.95,163.09,7:23:33
28.81,309.57,194.34,171.88,168.95,163.09,7:23:37
28.91,309.57,194.34,171.88,168.95,163.09,7:23:41
28.91,309.57,194.34,171.88,168.95,163.09,7:23:45
28.81,309.57,194.34,171.88,168.95,163.09,7:23:49
28.81,309.57,194.34,171.88,168.95,163.09,7:23:53
28.91,309.57,194.34,171.88,168.95,163.09,7:23:57
28.81,309.57,194.34,171.88,168.95,163.09,7:24:01
28.81,309.57,194.34,171.88,168.95,163.09,7:24:05
28.91,309.57,194.34,171.88,168.95,163.09,7:24:09
28.81,309.57,194.34,171.88,168.95,163.09,7:24:13
28.81,309.57,194.34,171.88,168.95,163.09,7:24:17
28.91,309.57,194.34,171.88,168.95,163.09,7:24:21
28.91,312.5,194.34,171.88,168.95,163.09,7:24:25
28.81,309.57,194.34,171.88,169.92,163.09,7:24:29
28.81,309.57,194.34,171.88,168.95,163.09,7:24:33
28.81,309.57,194.34,171.88,168.95,163.09,7:24:38
28.81,309.57,194.34,171.88,168.95,163.09,7:24:42
28.81,310.55,194.34,171.88,169.92,163.09,7:24:46
28.81,309.57,194.34,171.88,169.92,163.09,7:24:50
28.81,309.57,194.34,171.88,169.92,163.09,7:24:54
28.81,309.57,194.34,171.88,169.92,163.09,7:24:58
28.81,309.57,194.34,171.88,168.95,163.09,7:25:02
28.81,309.57,194.34,171.88,168.95,163.09,7:25:06
28.81,309.57,194.34,171.88,168.95,163.09,7:25:10
28.81,309.57,194.34,171.88,168.95,163.09,7:25:14
28.81,309.57,194.34,171.88,168.95,163.09,7:25:18
28.81,309.57,194.34,171.88,168.95,163.09,7:25:22
28.81,309.57,194.34,171.88,168.95,163.09,7:25:26
28.81,309.57,194.34,171.88,168.95,163.09,7:25:30
28.81,309.57,194.34,171.88,168.95,163.09,7:25:34
28.81,309.57,194.34,171.88,168.95,163.09,7:25:38
28.81,310.55,194.34,171.88,168.95,163.09,7:25:42
28.81,309.57,194.34,171.88,168.95,163.09,7:25:46
28.81,309.57,194.34,171.88,168.95,163.09,7:25:51
28.81,309.57,194.34,171.88,168.95,163.09,7:25:55
28.81,310.55,194.34,171.88,168.95,163.09,7:25:59
28.81,310.55,194.34,171.88,169.92,163.09,7:26:03
28.81,310.55,194.34,171.88,169.92,163.09,7:26:07
28.81,310.55,194.34,171.88,169.92,163.09,7:26:11
28.81,310.55,194.34,171.88,169.92,163.09,7:26:15
28.71,310.55,194.34,171.88,168.95,163.09,7:26:19
28.81,310.55,194.34,171.88,169.92,163.09,7:26:23
28.71,310.55,194.34,171.88,168.95,163.09,7:26:27
28.71,310.55,194.34,171.88,168.95,163.09,7:26:31
28.71,310.55,194.34,171.88,168.95,163.09,7:26:35
28.71,310.55,194.34,171.88,169.92,163.09,7:26:39
28.71,310.55,194.34,171.88,168.95,163.09,7:26:43
28.71,310.55,194.34,171.88,168.95,163.09,7:26:47
28.71,310.55,194.34,171.88,169.92,163.09,7:26:51
28.71,310.55,194.34,171.88,169.92,163.09,7:26:55
28.71,310.55,195.31,171.88,169.92,163.09,7:27:00
28.71,310.55,194.34,171.88,169.92,163.09,7:27:04
28.81,310.55,195.31,171.88,169.92,163.09,7:27:08
28.71,311.52,195.31,171.88,169.92,163.09,7:27:12
28.71,311.52,194.34,171.88,169.92,163.09,7:27:16
28.71,311.52,195.31,172.85,169.92,164.06,7:27:20
28.71,311.52,194.34,172.85,169.92,163.09,7:27:24
28.71,311.52,194.34,172.85,169.92,163.09,7:27:28
28.71,311.52,194.34,172.85,169.92,163.09,7:27:32
28.71,310.55,194.34,171.88,169.92,163.09,7:27:36
28.71,311.52,194.34,171.88,169.92,163.09,7:27:40
28.71,311.52,195.31,172.85,169.92,163.09,7:27:44
28.71,310.55,194.34,172.85,169.92,163.09,7:27:48
28.71,311.52,194.34,172.85,169.92,163.09,7:27:52
28.71,311.52,194.34,172.85,169.92,163.09,7:27:56
28.71,311.52,195.31,172.85,169.92,163.09,7:28:00
28.71,310.55,194.34,171.88,169.92,163.09,7:28:04
28.61,310.55,194.34,171.88,169.92,163.09,7:28:08
28.61,310.55,194.34,171.88,169.92,163.09,7:28:13
28.61,310.55,194.34,171.88,168.95,163.09,7:28:17
28.61,310.55,194.34,171.88,169.92,163.09,7:28:21
28.61,310.55,194.34,171.88,169.92,163.09,7:28:25
28.61,310.55,194.34,171.88,168.95,162.11,7:28:29
28.61,310.55,193.36,171.88,168.95,162.11,7:28:33
28.61,310.55,194.34,171.88,168.95,162.11,7:28:37
28.61,310.55,194.34,171.88,168.95,163.09,7:28:41
28.61,310.55,194.34,171.88,168.95,162.11,7:28:45
28.61,310.55,194.34,171.88,168.95,162.11,7:28:49
28.61,310.55,194.34,171.88,168.95,162.11,7:28:53
28.61,310.55,194.34,171.88,168.95,163.09,7:28:57
28.61,310.55,194.34,171.88,168.95,162.11,7:29:01
28.61,310.55,194.34,171.88,168.95,163.09,7:29:05
28.61,310.55,194.34,171.88,168.95,163.09,7:29:09
28.61,310.55,194.34,171.88,168.95,163.09,7:29:13
28.61,310.55,194.34,171.88,168.95,163.09,7:29:17
28.61,310.55,194.34,171.88,168.95,163.09,7:29:22
28.61,310.55,194.34,171.88,169.92,163.09,7:29:26
28.61,310.55,194.34,171.88,169.92,163.09,7:29:30
28.61,310.55,194.34,171.88,169.92,163.09,7:29:34
28.61,310.55,194.34,171.88,169.92,163.09,7:29:38
28.61,310.55,194.34,171.88,168.95,163.09,7:29:42
28.61,310.55,194.34,171.88,169.92,163.09,7:29:46
28.61,310.55,194.34,171.88,168.95,163.09,7:29:50
28.61,310.55,194.34,171.88,169.92,163.09,7:29:54
28.61,310.55,194.34,171.88,168.95,163.09,7:29:58
28.61,310.55,194.34,171.88,168.95,162.11,7:30:02
28.61,310.55,194.34,171.88,169.92,163.09,7:30:06
28.61,310.55,194.34,171.88,168.95,163.09,7:30:10
28.61,310.55,194.34,171.88,168.95,163.09,7:30:14
28.61,310.55,194.34,171.88,168.95,163.09,7:30:18
28.61,310.55,194.34,171.88,168.95,163.09,7:30:22
28.61,310.55,194.34,171.88,168.95,163.09,7:30:26
28.61,310.55,194.34,171.88,168.95,163.09,7:30:30
28.61,310.55,194.34,171.88,168.95,163.09,7:30:35
28.61,310.55,194.34,171.88,169.92,163.09,7:30:39
28.61,310.55,194.34,171.88,169.92,163.09,7:30:43
28.61,310.55,194.34,171.88,168.95,163.09,7:30:47
28.61,310.55,194.34,171.88,168.95,163.09,7:30:51
28.61,310.55,194.34,171.88,169.92,163.09,7:30:55
28.61,310.55,194.34,171.88,169.92,163.09,7:30:59
28.61,310.55,195.31,171.88,169.92,163.09,7:31:03
28.61,310.55,195.31,171.88,169.92,163.09,7:31:07
28.61,310.55,194.34,171.88,169.92,163.09,7:31:11
28.61,310.55,195.31,171.88,169.92,163.09,7:31:15
28.61,310.55,195.31,171.88,169.92,163.09,7:31:19
28.61,311.52,195.31,171.88,169.92,162.11,7:31:23
28.61,311.52,195.31,171.88,169.92,163.09,7:31:27
28.61,310.55,195.31,172.85,169.92,163.09,7:31:31
28.71,311.52,195.31,172.85,181.64,165.04,7:31:35
28.61,311.52,195.31,172.85,169.92,164.06,7:31:39
28.61,311.52,195.31,172.85,169.92,164.06,7:31:43
28.71,311.52,195.31,172.85,169.92,164.06,7:31:48
28.71,311.52,195.31,172.85,169.92,163.09,7:31:52
28.61,311.52,195.31,172.85,169.92,164.06,7:31:56
28.61,311.52,192.38,171.88,169.92,164.06,7:32:00
28.71,312.5,195.31,172.85,169.92,164.06,7:32:04
28.71,312.5,195.31,172.85,170.9,164.06,7:32:08
28.71,312.5,195.31,173.83,170.9,164.06,7:32:12
28.71,312.5,196.29,172.85,170.9,164.06,7:32:16
28.71,312.5,195.31,173.83,170.9,164.06,7:32:20
28.71,312.5,195.31,173.83,170.9,164.06,7:32:24
28.71,312.5,195.31,173.83,170.9,164.06,7:32:28
28.61,312.5,195.31,172.85,170.9,164.06,7:32:32
28.71,312.5,195.31,173.83,170.9,164.06,7:32:36
28.71,312.5,195.31,173.83,170.9,164.06,7:32:40
28.71,312.5,196.29,173.83,170.9,164.06,7:32:44
28.71,312.5,195.31,173.83,170.9,164.06,7:32:48
28.71,313.48,196.29,173.83,170.9,164.06,7:32:52
28.71,313.48,196.29,173.83,170.9,164.06,7:32:57
28.71,313.48,196.29,173.83,170.9,164.06,7:33:01
28.71,313.48,195.31,173.83,170.9,164.06,7:33:05
28.71,313.48,196.29,173.83,170.9,164.06,7:33:09
28.71,313.48,196.29,173.83,170.9,164.06,7:33:13
28.71,313.48,195.31,173.83,170.9,164.06,7:33:17
28.71,313.48,195.31,173.83,170.9,164.06,7:33:21
28.61,313.48,196.29,173.83,170.9,164.06,7:33:25
28.61,312.5,195.31,172.85,169.92,164.06,7:33:29
28.61,313.48,195.31,178.71,172.85,164.06,7:33:33
28.61,313.48,195.31,173.83,169.92,164.06,7:33:37
28.61,313.48,195.31,172.85,170.9,164.06,7:33:41
28.61,313.48,195.31,173.83,170.9,164.06,7:33:45
28.61,313.48,195.31,173.83,170.9,164.06,7:33:49
28.61,313.48,195.31,173.83,170.9,164.06,7:33:53
28.61,313.48,195.31,173.83,170.9,164.06,7:33:57
28.61,313.48,195.31,173.83,170.9,164.06,7:34:01
28.61,313.48,195.31,173.83,170.9,164.06,7:34:05
28.61,313.48,195.31,173.83,170.9,164.06,7:34:10
28.61,314.45,195.31,173.83,170.9,164.06,7:34:14
28.61,313.48,195.31,173.83,170.9,164.06,7:34:18
28.52,313.48,195.31,173.83,170.9,164.06,7:34:22
28.61,314.45,195.31,173.83,170.9,164.06,7:34:26
28.52,314.45,195.31,173.83,170.9,164.06,7:34:30
28.61,314.45,195.31,173.83,170.9,164.06,7:34:34
28.61,314.45,195.31,173.83,170.9,164.06,7:34:38
28.61,314.45,195.31,173.83,170.9,164.06,7:34:42
28.61,314.45,195.31,173.83,170.9,164.06,7:34:46
28.61,314.45,195.31,173.83,170.9,164.06,7:34:50
28.52,314.45,195.31,173.83,170.9,164.06,7:34:54
28.61,314.45,195.31,173.83,170.9,164.06,7:34:58
28.61,314.45,196.29,173.83,170.9,164.06,7:35:02
28.52,314.45,195.31,173.83,170.9,164.06,7:35:06
28.61,314.45,195.31,173.83,170.9,164.06,7:35:10
28.52,314.45,195.31,173.83,170.9,164.06,7:35:14
28.61,315.43,195.31,174.8,170.9,164.06,7:35:19
28.61,315.43,196.29,173.83,171.88,164.06,7:35:23
28.52,314.45,195.31,173.83,170.9,164.06,7:35:27
28.52,314.45,195.31,174.8,170.9,164.06,7:35:31
28.61,315.43,195.31,174.8,170.9,164.06,7:35:35
28.61,315.43,196.29,174.8,171.88,165.04,7:35:39
28.61,315.43,196.29,174.8,170.9,164.06,7:35:43
28.61,315.43,195.31,174.8,171.88,165.04,7:35:47
28.52,315.43,196.29,174.8,171.88,165.04,7:35:51
28.52,314.45,196.29,174.8,170.9,164.06,7:35:55
28.52,314.45,195.31,173.83,170.9,164.06,7:35:59
28.52,315.43,195.31,174.8,170.9,165.04,7:36:03
28.52,315.43,195.31,174.8,170.9,165.04,7:36:07
28.52,315.43,195.31,174.8,171.88,165.04,7:36:11
28.52,315.43,196.29,174.8,171.88,164.06,7:36:15
28.52,314.45,195.31,173.83,170.9,164.06,7:36:19
28.52,314.45,195.31,174.8,171.88,165.04,7:36:23
28.52,315.43,196.29,174.8,171.88,165.04,7:36:27
